5.000132000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.002248000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.004396000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.006548000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.008696000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.010840000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.013844000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.016992000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.020136000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.023280000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.026424000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.029572000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.032716000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.035860000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.039004000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.042152000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.045308000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.048440000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.051584000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.054732000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.057876000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.061020000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.064164000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.067312000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.070456000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.073600000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.076744000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.079892000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.083036000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.086180000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
5.089340000000000000e+06 0.000000000000000000e+00 0.000000000000000000e+00
