0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.536002100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.536402100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.536802100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.537202100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.537602100000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
6.538002100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.538402100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.538802100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.539202100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.539602100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.540002100000000000e+07 0.000000000000000000e+00 1.000000000000000000e+00
6.540402100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.540802100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.541202100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.541602100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.542002100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.542402100000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
6.542802100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.543202100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.543602100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.544002100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.544402100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.544802100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.545202100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.545602100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.546002100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.546402100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.546802100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
6.547202100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.547602100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.548002100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.548402100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.548802100000000000e+07 0.000000000000000000e+00 0.000000000000000000e+00
6.549202100000000000e+07 0.000000000000000000e+00 1.000000000000000000e+00
6.549602100000000000e+07 1.000000000000000000e+00 1.000000000000000000e+00
